merge_id,n_files,n_diverged,file_paths,suspected_category(1-7|none),rationale
cloudfoundry_cf-java-client__a69078adc8,2,0,cloudfoundry-operations/src/main/java/org/cloudfoundry/operations/_DefaultCloudFoundryOperations.java;integration-test/src/test/java/org/cloudfoundry/IntegrationTestConfiguration.java,,
cloudfoundry_cf-java-client__a9d35d542d,2,0,cloudfoundry-operations/src/main/java/org/cloudfoundry/operations/routes/DefaultRoutes.java;integration-test/src/test/java/org/cloudfoundry/operations/RoutesTest.java,,
cloudfoundry_cf-java-client__b0add1ef2a,1,0,cloudfoundry-operations/src/main/java/org/cloudfoundry/operations/services/DefaultServices.java,,
cloudfoundry_cf-java-client__be097d5860,2,0,cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/_DefaultConnectionContext.java;cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/util/DefaultSslCertificateTruster.java,,
cloudfoundry_cf-java-client__eb3b2f5beb,1,0,cloudfoundry-operations/src/main/java/org/cloudfoundry/operations/_DefaultCloudFoundryOperations.java,,
cternes_openkeepass__bb53512ab2,2,0,src/main/java/de/slackspace/openkeepass/KeePassDatabase.java;src/test/java/de/slackspace/openkeepass/reader/KeepassDatabaseReaderTest.java,,
dabsquared_gitlab-plugin__d555b8773d,1,0,src/main/java/com/dabsquared/gitlabjenkins/connection/GitLabConnectionConfig.java,,
datastax_java-driver__1f25c7e3a0,2,1,driver-core/src/main/java/com/datastax/driver/core/Cluster.java;driver-core/src/main/java/com/datastax/driver/core/TypeCodec.java,,
datastax_java-driver__7ff4958746,2,0,driver-core/src/main/java/com/datastax/driver/core/Cluster.java;driver-core/src/main/java/com/datastax/driver/core/ControlConnection.java,,
deemopen_zkui__2843e7c28f,2,0,src/main/java/com/deem/zkui/controller/Import.java;src/main/java/com/deem/zkui/vo/LeafBean.java,,
dius_java-faker__4c61966b1c,1,0,src/main/java/com/github/javafaker/Faker.java,,
dtrules_dtrules__505c5cbf82,1,0,compilerutil/src/main/java/com/dtrules/trace/Trace.java,,
elisarver_selophane__4ecc600017,2,0,src/test/java/org/selophane/elements/FormTest.java;src/test/java/org/selophane/elements/helpers/FormTestObject.java,,
fasterxml_jackson-core__2572819ed9,1,0,src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java,,
fasterxml_jackson-datatype-joda__4e6c266339,1,0,src/test/java/com/fasterxml/jackson/datatype/joda/JodaSerializationTest.java,,
feroult_yawp__141f79a8e9,1,0,src/main/java/endpoint/repository/IdRef.java,,
feroult_yawp__1723236a65,1,0,src/main/java/endpoint/actions/RepositoryActions.java,,
frankbille_scoreboard__890ecd0bdb,1,0,src/main/java/dk/frankbille/scoreboard/domain/Player.java,,
garbagemule_mobarena__b34dc0d5ac,1,0,src/main/java/com/garbagemule/MobArena/MASpawnThread.java,,
google_compile-testing__608e1cb92a,1,0,src/test/java/com/google/testing/compile/JavaSourcesSubjectFactoryTest.java,,
google_truth__2e4a23bebb,2,0,core/src/main/java/org/truth0/subjects/StringSubject.java;core/src/test/java/org/truth0/subjects/StringTest.java,,
google_truth__9289ed34ae,2,0,src/main/java/org/junit/contrib/truth/subjects/IterableSubject.java;src/test/java/org/junit/contrib/truth/IterableTest.java,,
greese_dasein-cloud-core__6c37152e5f,1,0,src/main/java/org/dasein/cloud/network/LoadBalancerHealthCheck.java,,
guhilling_cdi-test__f3f8094c67,1,0,cdi-test-jpa/src/test/java/de/hilling/junit/cdi/jee/EntityManagerLifecycleTest.java,,
gwtbootstrap3_gwtbootstrap3__5c0d1eab79,1,0,gwtbootstrap3/src/main/java/org/gwtbootstrap3/client/ui/base/form/AbstractForm.java,,
haraldwalker_user-agent-utils__eaaaa1488b,2,0,src/main/java/eu/bitwalker/useragentutils/Browser.java;src/main/java/eu/bitwalker/useragentutils/OperatingSystem.java,,
ignorance77_transformiceapi__9a65b8374f,1,0,src/main/java/ee/ignorance/transformiceapi/processors/MouseDeathProcessor.java,,
imixs_imixs-workflow__23b86de5b4,2,0,imixs-workflow-index-lucene/src/main/java/org/imixs/workflow/engine/lucene/LuceneIndexService.java;imixs-workflow-index-lucene/src/main/java/org/imixs/workflow/engine/lucene/LuceneUpdateService.java,,
iryndin_jdbf__9853124d73,1,0,src/main/java/net/iryndin/jdbf/util/DbfMetadataUtils.java,,
j256_ormlite-core__2c159335d4,1,0,src/main/java/com/j256/ormlite/stmt/mapped/MappedCreate.java,,
j256_ormlite-core__606986f118,1,0,src/main/java/com/j256/ormlite/field/FieldType.java,,
jadler-mocking_jadler__294a06c3fc,1,0,jadler-core/src/main/java/net/jadler/JadlerMocker.java,,
javamoney_jsr354-api__6d2356a153,1,0,money-api/provider/src/test/java/javax/money/provider/MonetaryTest.java,,
javaparser_javaparser__41a398414f,2,0,javaparser-symbol-solver-core/src/main/java/com/github/javaparser/symbolsolver/javaparsermodel/JavaParserFacade.java;javaparser-symbol-solver-core/src/main/java/com/github/javaparser/symbolsolver/javaparsermodel/TypeExtractor.java,,
javaparser_javaparser__91ebf36c06,2,0,javaparser-symbol-solver-core/src/main/java/com/github/javaparser/symbolsolver/javassistmodel/JavassistClassDeclaration.java;javaparser-symbol-solver-testing/src/test/java/com/github/javaparser/symbolsolver/resolution/AnalyseJavaSymbolSolver060Test.java,,
javaparser_javaparser__a23c6aa3b8,1,0,javaparser-testing/src/test/java/com/github/javaparser/bdd/steps/DumpingSteps.java,,
javaparser_javaparser__dc6254f1bf,1,0,javaparser-symbol-solver-core/src/main/java/com/github/javaparser/symbolsolver/javaparsermodel/declarations/JavaParserSymbolDeclaration.java,,
javaparser_javaparser__ff91564b7f,1,0,javaparser-core-testing/src/test/java/com/github/javaparser/modules/ModuleDeclarationTest.java,,
jboss-msc_jboss-msc__1d9b8d45ff,1,0,src/main/java/org/jboss/msc/service/BatchInjectionBuilderImpl.java,,
jboss-msc_jboss-msc__a4e21a3b10,1,0,src/main/java/org/jboss/msc/service/ServiceContainerImpl.java,,
jboss-remoting_jboss-remoting__66a0631d13,1,0,src/main/java/org/jboss/remoting3/RemotingXmlParser.java,,
jcabi_jcabi-github__b13d2596ba,2,0,src/test/java/com/jcabi/github/RtIssueITCase.java;src/test/java/com/jcabi/github/RtMilestonesITCase.java,,
jenkinsci_coverity-plugin__2fb8690816,1,0,src/main/java/jenkins/plugins/coverity/CoverityTool/CoverityToolHandler.java,,
jenkinsci_coverity-plugin__62bdb6232e,2,0,src/main/java/jenkins/plugins/coverity/ws/DefectReader.java;src/test/java/jenkins/plugins/coverity/ws/DefectReaderTest.java,,
jenkinsci_credentials-plugin__b9cb5f9d1b,1,0,src/test/java/com/cloudbees/plugins/credentials/casc/CredentialsCategoryTest.java,,
jenkinsci_docker-build-publish-plugin__59faa9673c,1,0,src/main/java/com/cloudbees/dockerpublish/DockerBuilder.java,,
jenkinsci_email-ext-plugin__4def0e56a8,1,0,src/test/java/hudson/plugins/emailext/recipients/EmailRecipientUtilsTest.java,,
jenkinsci_jira-plugin__0eec353cb5,1,0,src/main/java/hudson/plugins/jira/JiraSite.java,,
jenkinsci_jira-plugin__6ad78581c9,2,0,src/main/java/hudson/plugins/jira/JiraChangeLogAnnotator.java;src/main/java/hudson/plugins/jira/JiraSite.java,,
jenkinsci_ldap-plugin__3eee59e25a,1,0,src/main/java/hudson/security/LDAPSecurityRealm.java,,
jenkinsci_ui-samples-plugin__81bf937a3d,1,0,src/main/java/io/jenkins/plugins/designlibrary/Root.java,,
jline_jline2__348cb9dada,2,0,src/main/java/jline/console/ConsoleReader.java;src/test/java/jline/console/ConsoleReaderTestSupport.java,,
jmetal_jmetal__162d1a63b7,2,0,jmetal-core/src/main/java/org/uma/jmetal/util/SolutionListUtils.java;jmetal-core/src/main/java/org/uma/jmetal/util/neighborhood/impl/AdaptiveRandomNeighborhood.java,,
jmetal_jmetal__7d9295f890,1,0,jmetal-problem/src/main/java/org/uma/jmetal/problem/multiobjective/MultiobjectiveTSP.java,,
jmetal_jmetal__b4630972a8,1,0,jmetal-auto/src/main/java/org/uma/jmetal/auto/parameter/Parameter.java,,
jnr_jnr-unixsocket__467698b6bd,2,0,src/main/java/jnr/unixsocket/Native.java;src/main/java/jnr/unixsocket/UnixSocketChannel.java,,
jnr_jnr-unixsocket__f8f34e5634,1,0,src/main/java/jnr/unixsocket/Native.java,,
joel-costigliola_assertj-core__1b4ad829f3,1,0,src/test/java/org/assertj/core/api/SoftAssertionsTest.java,,
joel-costigliola_assertj-core__74baae279d,2,1,src/main/java/org/assertj/core/api/AbstractMapAssert.java;src/main/java/org/assertj/core/api/AbstractObjectAssert.java,,
jparsec_jparsec__ef02642abd,1,0,src/main/java/org/codehaus/jparsec/Parser.java,,
jsprit_jsprit__5cf6758085,1,0,jsprit-core/src/test/java/jsprit/core/analysis/SolutionAnalyserTest.java,,
jwtk_jjwt__ff932e9838,1,0,src/main/java/io/jsonwebtoken/impl/DefaultJwtParser.java,,
k3po_k3po__084cc0b426,1,0,specification/wse/src/test/java/org/kaazing/specification/wse/data/BinaryAsEscapedTextIT.java,,
kaazing_k3po__084cc0b426,1,0,specification/wse/src/test/java/org/kaazing/specification/wse/data/BinaryAsEscapedTextIT.java,,
kaazing_robot__084cc0b426,1,0,specification/wse/src/test/java/org/kaazing/specification/wse/data/BinaryAsEscapedTextIT.java,,
kohsuke_github-api__4e56b8bb78,2,0,src/main/java/org/kohsuke/github/GHRepository.java;src/main/java/org/kohsuke/github/Requester.java,,
kongchen_swagger-maven-plugin__1e61731653,1,0,src/main/java/com/github/kongchen/swagger/docgen/reader/SpringMvcApiReader.java,,
kongchen_swagger-maven-plugin__3d2ea22d07,1,0,src/main/java/com/github/kongchen/swagger/docgen/reader/AbstractReader.java,,
learning-layers_socialsemanticserver__4ada3cddc3,2,1,serv/serv.custom/serv.custom.caller/src/main/java/at/tugraz/sss/serv/caller/SSServCaller.java;serv/serv.custom/serv.custom.ops/src/main/java/at/tugraz/sss/serv/SSServOpE.java,,
lwhite1_tablesaw__13178c81a1,1,0,core/src/main/java/tech/tablesaw/api/DateTimeColumn.java,,
mashape_unirest-java__121f85b819,1,0,src/test/java/com/mashape/unirest/test/http/UnirestTest.java,,
mashape_unirest-java__b43fb95f4a,1,0,src/test/java/com/mashape/unirest/test/http/UnirestTest.java,,
mbosecke_pebble__617aab328f,2,0,src/main/java/com/mitchellbosecke/pebble/extension/core/CoreExtension.java;src/test/java/com/mitchellbosecke/pebble/CoreTagsTest.java,,
mercadopago_sdk-java__b7498c6f9d,1,0,src/main/java/com/mercadopago/client/payment/PaymentRefundClient.java,,
mikera_vectorz__d93ef1b341,1,0,src/test/java/mikera/matrixx/TestMatrices.java,,
mitre_http-proxy-servlet__b7a68118f2,1,0,src/main/java/org/mitre/dsmiley/httpproxy/ProxyServlet.java,,
mixpanel_mixpanel-java__bcdd1ed28f,1,0,src/main/java/com/mixpanel/mixpanelapi/MixpanelAPI.java,,
monitorjbl_excel-streaming-reader__8698befdf4,2,1,src/main/java/com/monitorjbl/xlsx/impl/StreamingRow.java;src/test/java/com/monitorjbl/xlsx/StreamingReaderTest.java,,
movsim_movsim__6dae25caf7,2,0,core/src/main/java/org/movsim/SimulationScan.java;core/src/main/java/org/movsim/simulator/roadnetwork/RoadSegment.java,,
msopentech_azure-activedirectory-library-for-java__d3f143872b,1,0,src/test/java/com/microsoft/aad/adal4j/AuthenticationContextTest.java,,
named-data_jndn__3d47402192,1,0,src/net/named_data/jndn/NetworkNack.java,,
named-data_jndn__e0db451bf1,1,0,src/net/named_data/jndn/Face.java,,
ninjaframework_ninja__31737c1a10,2,0,ninja-servlet/src/main/java/ninja/servlet/ContextImpl.java;ninja-servlet/src/test/java/ninja/servlet/ContextImplTest.java,,
ninjaframework_ninja__45bb542cb4,2,0,ninja-core/src/main/java/ninja/AssetsController.java;ninja-demo-application/src/test/java/controllers/ApplicationControllerTest.java,,
ninjaframework_ninja__663883c228,2,0,ninja-core/src/main/java/ninja/utils/NinjaProperties.java;ninja-core/src/main/java/ninja/utils/NinjaPropertiesImpl.java,,
ninjaframework_ninja__94b2365be3,2,0,ninja-core/src/main/java/ninja/Context.java;ninja-core/src/main/java/ninja/ContextImpl.java,,
northlander_a__c3f2865b88,1,0,src/test/java/co/nordlander/a/BaseTest.java,,
nuodb_migration-tools__2e1f6973c4,1,0,src/test/java/com/nuodb/tools/migration/jdbc/metamodel/DatabaseIntrospectorTest.java,,
nurkiewicz_java8-workshop__f5918aa79c,1,0,src/main/java/com/nurkiewicz/java8/holidays/PolishHolidays.java,,
nysenate_openlegislation__9c7cf034c1,1,0,src/main/java/gov/nysenate/openleg/search/committee/ElasticCommitteeSearchDao.java,,
okleine_ncoap__99de16a6d2,1,0,src/main/java/de/uniluebeck/itm/spitfire/nCoap/message/CoapRequest.java,,
onebusaway_onebusaway-application-modules__915e2f3ffe,1,0,onebusaway-transit-data-federation/src/main/java/org/onebusaway/transit_data_federation/impl/beans/StopWithArrivalsAndDeparturesBeanServiceImpl.java,,
onebusaway_onebusaway-application-modules__e779e9fce1,1,0,onebusaway-transit-data/src/main/java/org/onebusaway/transit_data/model/ArrivalsAndDeparturesQueryBean.java,,
openhft_chronicle-bytes__5bad7e86ea,1,0,src/main/java/net/openhft/chronicle/bytes/NativeBytes.java,,
openhft_chronicle-bytes__e3ac571d25,1,0,src/test/java/net/openhft/chronicle/bytes/BytesTest.java,,
openpnp_openpnp__93126880a6,1,0,src/main/java/org/openpnp/gui/MainFrame.java,,
openpnp_openpnp__a3cca4daba,2,1,src/main/java/org/openpnp/machine/reference/ReferenceNozzle.java;src/main/java/org/openpnp/machine/reference/ReferenceNozzleTip.java,,
openpnp_openpnp__fb30708fe0,1,0,src/main/java/org/openpnp/machine/reference/driver/GcodeDriver.java,,
prism_prism-bukkit__15140fadb2,1,0,src/main/java/me/botsko/prism/Prism.java,,
prism_prism-bukkit__6dfb9ef0cf,1,0,src/main/java/me/botsko/prism/commands/NearCommand.java,,
prism_prism-bukkit__74927cacad,2,1,src/main/java/me/botsko/prism/actionlibs/ActionsQuery.java;src/main/java/me/botsko/prism/database/DeleteQuery.java,,
progether_jadventure__9ce4a7106c,2,0,src/main/java/com/jadventure/game/navigation/LocationType.java;src/main/java/com/jadventure/game/prompts/CommandCollection.java,,
projectblueshift_blueshiftapi__004679e5bb,1,0,src/main/java/net/tridentsdk/chat/ChatComponent.java,,
recruit-tech_redpen__58d3096f6c,1,0,redpen-core/src/test/java/cc/redpen/parser/SentenceExtractorTest.java,,
relayrides_pushy__6badde9538,1,0,src/main/java/com/relayrides/pushy/apns/PushManager.java,,
sailthru_sailthru-java-client__ee1f917600,1,0,src/main/com/sailthru/client/exceptions/ApiException.java,,
samskivert_jmustache__940af397c4,1,0,src/main/java/com/samskivert/mustache/Mustache.java,,
sander2798_enderstone__3de930e0ed,1,0,src/org/enderstone/server/entity/EnderPlayer.java,,
sander2798_enderstone__b515bac1b0,1,0,src/org/enderstone/server/packet/codec/MinecraftServerCodex.java,,
sandergielisse_enderstone__3de930e0ed,1,0,src/org/enderstone/server/entity/EnderPlayer.java,,
sandergielisse_enderstone__b515bac1b0,1,0,src/org/enderstone/server/packet/codec/MinecraftServerCodex.java,,
segmentio_analytics-java__0d4a7b4e69,2,0,analytics/src/main/java/com/segment/analytics/internal/AnalyticsClient.java;analytics/src/test/java/com/segment/analytics/internal/AnalyticsClientTest.java,,
skyscreamer_nevado__cdc23cde46,1,0,nevado-jms/src/main/java/org/skyscreamer/nevado/jms/connector/amazonaws/AmazonAwsSQSConnectorFactory.java,,
softinstigate_restheart__b196d4fc15,1,0,graphql/src/main/java/org/restheart/graphql/scalars/BsonScalars.java,,
softinstigate_restheart__d8673744dc,2,0,src/main/java/org/restheart/handlers/RequestContext.java;src/main/java/org/restheart/handlers/RequestDispatcherHandler.java,,
sps_pushover4j__88cd636fab,2,1,src/main/java/net/pushover/client/PushoverResponseFactory.java;src/test/java/net/pushover/client/PushoverResponseFactoryTest.java,,
square_javapoet__d019b6f624,2,0,src/main/java/com/squareup/javawriter/JavaWriter.java;src/test/java/com/squareup/javawriter/JavaWriterTest.java,,
sstrickx_yahoofinance-api__216ad70070,1,0,src/main/java/stockagent/RuleBasedAgent.java,,
steveice10_mcprotocollib__5c8a435832,1,0,src/main/java/com/github/steveice10/mc/protocol/data/message/style/MessageStyle.java,,
swagger-api_swagger-parser__41ccee4da3,1,0,modules/swagger-parser-v3/src/test/java/io/swagger/v3/parser/test/OpenAPIV3ParserTest.java,,
swagger-api_swagger-parser__59a85a29da,1,0,modules/swagger-parser-v3/src/test/java/io/swagger/v3/parser/test/OpenAPIV3ParserTest.java,,
tabulapdf_tabula-java__767699f3aa,2,1,src/main/java/technology/tabula/detectors/RegexSearch.java;src/test/java/technology/tabula/TestRegexSearch.java,,
thenewcircle_spring-hibernate-20120924__7ec9c1b4bb,1,0,src/main/java/com/marakana/contacts/controllers/ContactController.java,,
tridentsdk_tridentsdk__004679e5bb,1,0,src/main/java/net/tridentsdk/chat/ChatComponent.java,,
tumblr_jumblr__31bd6f8335,2,0,src/main/java/com/tumblr/jumblr/exceptions/JumblrException.java;src/main/java/com/tumblr/jumblr/request/RequestBuilder.java,,
urbanairship_datacube__b8bef94f4d,2,0,src/main/java/com/urbanairship/datacube/DataCubeIo.java;src/main/java/com/urbanairship/datacube/dbharnesses/HBaseDbHarness.java,,
urbanairship_java-library__bbe0297a10,2,0,src/test/java/com/urbanairship/api/customevents/model/CustomEventPayloadTest.java;src/test/java/com/urbanairship/api/customevents/parse/CustomEventPayloadSerializerTest.java,,
vkostyukov_la4j__d216aa8928,2,0,src/main/java/org/la4j/vector/AbstractVector.java;src/test/java/org/la4j/vector/sparse/SparseVectorTest.java,,
vojtechhabarta_typescript-generator__51835d3c16,1,0,typescript-generator-spring/src/test/java/cz/habarta/typescript/generator/spring/SpringTest.java,,
winder_universal-g-code-sender__84d687330a,2,0,ugs-core/src/com/willwinder/universalgcodesender/model/GUIBackend.java;ugs-core/src/com/willwinder/universalgcodesender/utils/ControllerSettings.java,,
winder_universal-g-code-sender__bc742cb4c4,1,0,ugs-core/src/com/willwinder/universalgcodesender/GrblController.java,,
winder_universal-g-code-sender__c93fec43ee,1,0,ugs-core/src/com/willwinder/universalgcodesender/gcode/util/CommandProcessorLoader.java,,
xebia_xebium__2808ba14a8,1,0,src/main/java/com/xebia/incubator/xebium/SeleniumDriverFixture.java,,
xebia_xebium__a82603c978,1,0,src/main/java/com/xebia/incubator/xebium/SeleniumDriverFixture.java,,
