arm,merge_id,scenario_id,route_p3,p3_outcome,p3_reject_reason,p3_classification,predicted_outcome,predicted_reject_reason,predicted_classification,basis
ctl,dtrules_dtrules__621afc4ef5,dtrules_dtrules__621afc4ef5__compilerutil_src_main_java_com_dtrules_compiler_decisiontables_DTCompiler.java,git,clean,,TP,clean,,TP,unchanged
ctl,dtrules_dtrules__621afc4ef5,dtrules_dtrules__621afc4ef5__dsl_el_src_main_java_com_dtrules_compiler_el_EL.java,git,clean,,TP,clean,,TP,unchanged
ctl,eirslett_frontend-maven-plugin__3e67ca8791,eirslett_frontend-maven-plugin__3e67ca8791__frontend-plugin-core_src_main_java_com_github_eirslett_maven_plugins_frontend_lib_NodeAndNPMInstaller.java,git,clean,,TP,clean,,TP,unchanged
ctl,ekryd_sortpom__b918df820e,ekryd_sortpom__b918df820e__sorter_src_main_java_sortpom_wrapper_content_ChildElementSorter.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,farin_jcloisterzone__4a38e3b926,farin_jcloisterzone__4a38e3b926__src_main_java_com_jcloisterzone_engine_Engine.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,fasseg_exp4j__184e5535f9,fasseg_exp4j__184e5535f9__src_main_java_de_congrace_exp4j_Tokenizer.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,fasseg_exp4j__184e5535f9,fasseg_exp4j__184e5535f9__src_test_java_de_congrace_exp4j_ExpressionBuilderTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,fasterxml_jackson-core__be2854d5c6,fasterxml_jackson-core__be2854d5c6__src_test_java_com_fasterxml_jackson_core_filter_BasicParserFilteringTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,fernandezpablo85_scribe-java__33d45e1797,fernandezpablo85_scribe-java__33d45e1797__scribejava-core_src_main_java_com_github_scribejava_core_oauth_OAuth10aService.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,fiji_trackmate__1792dcc505,fiji_trackmate__1792dcc505__src_main_java_fiji_plugin_trackmate_io_TmXmlReader.java,git,clean,,TP,clean,,TP,unchanged
ctl,fiji_trackmate__97cfa79dd2,fiji_trackmate__97cfa79dd2__src_main_java_fiji_plugin_trackmate_action_CopyOverlayAction.java,git,clean,,TP,clean,,TP,unchanged
ctl,fiji_trackmate__97cfa79dd2,fiji_trackmate__97cfa79dd2__src_main_java_fiji_plugin_trackmate_gui_TrackMateGUIController.java,git,clean,,TP,clean,,TP,unchanged
ctl,fincatto_nfe__6758366981,fincatto_nfe__6758366981__src_main_java_com_fincatto_documentofiscal_nfe400_classes_lote_envio_NFLoteEnvioRetorno.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,fincatto_nfe__bd66db2a72,fincatto_nfe__bd66db2a72__src_main_java_com_fincatto_documentofiscal_utils_DFSocketFactory.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,findwise_hydra__76fe21c315,findwise_hydra__76fe21c315__admin-service_src_main_java_com_findwise_hydra_admin_rest_ConfigurationController.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,flaxsearch_luwak__2805c0447a,flaxsearch_luwak__2805c0447a__luwak_src_main_java_uk_co_flax_luwak_util_SpanExtractor.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,fluentlenium_fluentlenium__2cd4ecb82f,fluentlenium_fluentlenium__2cd4ecb82f__fluentlenium-core_src_main_java_org_fluentlenium_core_inject_FluentInjector.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,fluentlenium_fluentlenium__d88fff0f59,fluentlenium_fluentlenium__d88fff0f59__fluentlenium-core_src_test_java_org_fluentlenium_integration_FluentLeniumWaitTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,flyingsaucerproject_flyingsaucer__5a2a7d36a1,flyingsaucerproject_flyingsaucer__5a2a7d36a1__flying-saucer-core_src_main_java_org_xhtmlrenderer_css_newmatch_Condition.java,git,clean,,TP,clean,,TP,unchanged
ctl,flyingsaucerproject_flyingsaucer__9b83c56a8c,flyingsaucerproject_flyingsaucer__9b83c56a8c__flying-saucer-pdf_src_main_java_org_xhtmlrenderer_pdf_ITextRenderer.java,git,clean,,TP,clean,,TP,unchanged
ctl,flyingsaucerproject_flyingsaucer__b2ef06a76f,flyingsaucerproject_flyingsaucer__b2ef06a76f__flying-saucer-pdf-itext5_src_main_java_org_xhtmlrenderer_pdf_ITextOutputDevice.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,forcedotcom_wsc__332e09483d,forcedotcom_wsc__332e09483d__src_main_java_com_sforce_ws_bind_TypeMapper.java,git,clean,,TP,clean,,TP,unchanged
ctl,fusesource_jansi__f4065227fc,fusesource_jansi__f4065227fc__src_main_java_org_fusesource_jansi_WindowsAnsiOutputStream.java,git,conflict,textual,FN,conflict,textual,FN,unchanged
ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_main_java_com_galenframework_speclang2_specs_SpecImageProcessor.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_test_java_com_galenframework_tests_speclang2_SpecsReaderV2Test.java,git,clean,,TP,clean,,TP,unchanged
ctl,gitools_gitools__8f2043e3c5,gitools_gitools__8f2043e3c5__org.gitools.ui.app_src_main_java_org_gitools_ui_app_fileimport_wizard_text_ListItemTransferHandler.java,git,clean,,TP,clean,,TP,unchanged
ctl,gitools_gitools__9f09acdad0,gitools_gitools__9f09acdad0__org.gitools.ui.app_src_main_java_org_gitools_ui_app_actions_Actions.java,git,clean,,TP,clean,,TP,unchanged
ctl,glenkpeterson_j-sicle__8ad8d6f00e,glenkpeterson_j-sicle__8ad8d6f00e__src_test_java_org_organicdesign_fp_permanent_SequenceTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,google_truth__2bb82cafdf,google_truth__2bb82cafdf__src_main_java_org_junit_contrib_truth_subjects_IterableSubject.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,google_truth__6bba06199f,google_truth__6bba06199f__core_src_main_java_com_google_common_truth_Truth.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,googlecloudplatform_gcloud-java__1fa53a817a,googlecloudplatform_gcloud-java__1fa53a817a__gcloud-java-storage_src_main_java_com_google_gcloud_storage_StorageImpl.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,googlecloudplatform_gcloud-maven-plugin__990444129c,googlecloudplatform_gcloud-maven-plugin__990444129c__src_main_java_com_google_appengine_gcloudapp_AbstractGcloudMojo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,graphity_graphity-client__2a8e8c75e9,graphity_graphity-client__2a8e8c75e9__src_main_java_org_graphity_util_XSLTBuilder.java,mergiraf,conflict,semantic,TN,conflict,textual,TN,"unchanged | borderline-margin (textual<->semantic, cost-identical)"
ctl,greese_dasein-cloud-core__5fe1190801,greese_dasein-cloud-core__5fe1190801__src_main_java_org_dasein_cloud_compute_MachineImageSupport.java,git,clean,,TP,clean,,TP,unchanged
ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleCheckBox.java,git,clean,,TP,clean,,TP,unchanged
ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleRadioButton.java,git,clean,,TP,clean,,TP,unchanged
ctl,hdrhistogram_hdrhistogram__4faeeb6c17,hdrhistogram_hdrhistogram__4faeeb6c17__src_main_java_org_HdrHistogram_HistogramLogProcessor.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_AbstractHistogram.java,git,clean,,TP,clean,,TP,unchanged
ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_DoubleHistogram.java,git,clean,,TP,clean,,TP,unchanged
ctl,hdrhistogram_hdrhistogram__beadadbe25,hdrhistogram_hdrhistogram__beadadbe25__src_main_java_org_HdrHistogram_AbstractHistogram.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,imixs_imixs-workflow__dfb841cc6c,imixs_imixs-workflow__dfb841cc6c__imixs-workflow-index-lucene_src_main_java_org_imixs_workflow_engine_lucene_LuceneIndexService.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jalkanen_speed4j__18370b9544,jalkanen_speed4j__18370b9544__src_main_java_com_ecyrd_speed4j_log_PeriodicalLog.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_main_java_org_jasig_cas_client_util_CommonUtils.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_test_java_org_jasig_cas_client_util_CommonUtilsTests.java,git,clean,,TP,clean,,TP,unchanged
ctl,javaparser_javaparser__091c0fab6e,javaparser_javaparser__091c0fab6e__javaparser-core_src_main_java_com_github_javaparser_PositionUtils.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,javaparser_javaparser__8ca0e9b6ea,javaparser_javaparser__8ca0e9b6ea__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_JavaParserFacade.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jboss-remoting_jboss-remoting__1f07248ce4,jboss-remoting_jboss-remoting__1f07248ce4__src_main_java_org_jboss_remoting3_remote_RemoteConnection.java,git,clean,,TP,clean,,TP,unchanged
ctl,jcabi_jcabi-aspects__5780cbf85c,jcabi_jcabi-aspects__5780cbf85c__src_main_java_com_jcabi_aspects_aj_MethodCacher.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jcabi_jcabi-github__512102da91,jcabi_jcabi-github__512102da91__src_main_java_com_jcabi_github_RtReleaseAsset.java,git,clean,,TP,clean,,TP,unchanged
ctl,jdatepicker_jdatepicker__cc3905a9c7,jdatepicker_jdatepicker__cc3905a9c7__src_main_java_org_jdatepicker_impl_JDatePickerImpl.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_ComponentTextDefaults.java,git,clean,,TP,clean,,TP,unchanged
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_JDatePanel.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jdeparser_jdeparser2__1da0e2349a,jdeparser_jdeparser2__1da0e2349a__src_main_java_org_jboss_jdeparser_FormatPreferences.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_main_java_hudson_tasks_Ant.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_test_java_hudson_tasks_AntTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_coverity-plugin__7ce14e1f97,jenkinsci_coverity-plugin__7ce14e1f97__src_test_java_jenkins_plugins_coverity_CoverityTool_CovBuildCommandTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,jenkinsci_coverity-plugin__bd192d7108,jenkinsci_coverity-plugin__bd192d7108__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CIMStream.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_credentials-plugin__ccd45a5263,jenkinsci_credentials-plugin__ccd45a5263__src_main_java_com_cloudbees_plugins_credentials_CredentialsSelectHelper.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_email-ext-plugin__312def504a,jenkinsci_email-ext-plugin__312def504a__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherDescriptorJCasCTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_main_java_hudson_plugins_emailext_EmailThrottler.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_jira-plugin__09485920f4,jenkinsci_jira-plugin__09485920f4__src_main_java_hudson_plugins_jira_JiraSite.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_junit-plugin__2f4179baf2,jenkinsci_junit-plugin__2f4179baf2__src_main_java_hudson_tasks_junit_CaseResult.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_ldap-plugin__744083390f,jenkinsci_ldap-plugin__744083390f__src_main_java_hudson_security_LDAPSecurityRealm.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_mailer-plugin__67ab48f1a6,jenkinsci_mailer-plugin__67ab48f1a6__src_test_java_hudson_tasks_MailerTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,jenkinsci_maven-hpi-plugin__cfbf819e58,jenkinsci_maven-hpi-plugin__cfbf819e58__src_main_java_org_jenkinsci_maven_plugins_hpi_RunMojo.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,jenkinsci_ui-samples-plugin__179ee92cdf,jenkinsci_ui-samples-plugin__179ee92cdf__src_main_java_jenkins_plugins_ui_samples_Select.java,git,clean,,TP,clean,,TP,unchanged
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_FunLib.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_schema_HasType.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jmetal_jmetal__4edc74bc22,jmetal_jmetal__4edc74bc22__jmetal-lab_src_main_java_org_uma_jmetal_lab_experiment_studies_PPSN20203DStudy.java,git,clean,,TP,clean,,TP,unchanged
ctl,jmetal_jmetal__d8ececa506,jmetal_jmetal__d8ececa506__jmetal-exec_src_main_java_org_uma_jmetal_runner_multiobjective_WASFGAMeasuresRunner.java,git,clean,,TP,clean,,TP,unchanged
ctl,jparsec_jparsec__a1fac0af65,jparsec_jparsec__a1fac0af65__jparsec_src_main_java_org_codehaus_jparsec_ScannerState.java,git,clean,,TP,clean,,TP,unchanged
ctl,jri_deepamehta__03658cb2e9,jri_deepamehta__03658cb2e9__modules_dm4-geomaps_src_main_java_de_deepamehta_plugins_geomaps_GeomapsPlugin.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__src_org_jruby_util_ByteList.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__test_org_jruby_util_ByteListTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jsprit_jsprit__7834e66d7c,jsprit_jsprit__7834e66d7c__jsprit-io_src_main_java_com_graphhopper_jsprit_io_algorithm_VehicleRoutingAlgorithms.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,jsprit_jsprit__a6726537e9,jsprit_jsprit__a6726537e9__jsprit-core_src_test_java_jsprit_core_problem_vehicle_VehicleImplTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableFactory.java,git,clean,,TP,clean,,TP,unchanged
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableRecorder.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,julietkilo_canbabel__ea550c2876,julietkilo_canbabel__ea550c2876__src_main_java_com_github_canbabel_canio_dbc_DbcReader.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,kevinbayes_vest__3209c8480f,kevinbayes_vest__3209c8480f__src_main_java_me_bayes_vertx_vest_VestApplication.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,khmarbaise_iterator-maven-plugin__99d1681276,khmarbaise_iterator-maven-plugin__99d1681276__src_main_java_com_soebes_maven_plugins_iterator_IteratorMojo.java,git,clean,,TP,clean,,TP,unchanged
ctl,killbilling_recurly-java-library__fafb064903,killbilling_recurly-java-library__fafb064903__src_main_java_com_ning_billing_recurly_model_RecurlyObject.java,git,clean,,TP,clean,,TP,unchanged
ctl,killme2008_aviator__eb6c698603,killme2008_aviator__eb6c698603__src_main_java_com_googlecode_aviator_utils_Env.java,git,clean,,TP,clean,,TP,unchanged
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_main_java_org_kohsuke_github_GitHub.java,git,conflict,textual,FN,conflict,textual,FN,unchanged
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_test_java_org_kohsuke_github_GitHubTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,kohsuke_github-api__5ea8638369,kohsuke_github-api__5ea8638369__src_test_java_org_kohsuke_github_GHRepositoryTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,kohsuke_github-api__f6674a9aef,kohsuke_github-api__f6674a9aef__src_main_java_org_kohsuke_github_GHWorkflowJob.java,git,clean,,TP,clean,,TP,unchanged
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_MustacheDocument.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_OutputTemplate.java,git,clean,,TP,clean,,TP,unchanged
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_main_java_com_github_kongchen_swagger_docgen_AbstractDocumentSource.java,git,clean,,TP,clean,,TP,unchanged
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_test_java_com_github_kongchen_smp_integration_SwaggerMavenPluginTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,koraktor_steam-condenser-java__81c376e088,koraktor_steam-condenser-java__81c376e088__src_main_java_com_github_koraktor_steamcondenser_steam_community_SteamId.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,kvladislav_ticketmanager__0ffb612f18,kvladislav_ticketmanager__0ffb612f18__src_main_java_org_JavaArt_TicketManager_controllers_EventsController.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,lemire_javaewah__5829fc009b,lemire_javaewah__5829fc009b__src_main_java_com_googlecode_javaewah_IteratorAggregation.java,git,clean,,TP,clean,,TP,unchanged
ctl,linkedin_camus__288c5aae77,linkedin_camus__288c5aae77__camus-etl-kafka_src_test_java_com_linkedin_camus_etl_kafka_CamusJobTestWithMock.java,git,clean,,TP,clean,,TP,unchanged
ctl,linkedin_camus__fd747243ca,linkedin_camus__fd747243ca__camus-etl-kafka_src_main_java_com_linkedin_camus_etl_kafka_mapred_EtlInputFormat.java,git,clean,,TP,clean,,TP,unchanged
ctl,lwhite1_tablesaw__86cd643c39,lwhite1_tablesaw__86cd643c39__src_main_java_com_github_lwhite1_tablesaw_io_csv_CsvReader.java,git,clean,,TP,clean,,TP,unchanged
ctl,lyncode_xoai__dc7a68da97,lyncode_xoai__dc7a68da97__xoai-service-provider_src_main_java_org_dspace_xoai_serviceprovider_client_HttpOAIClient.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mambu-gmbh_mambu-apis-java__9975c4d9e5,mambu-gmbh_mambu-apis-java__9975c4d9e5__src_demo_DemoTestLoanService.java,git,clean,,TP,clean,,TP,unchanged
ctl,marginallyclever_makelangelo__bfbac0b14d,marginallyclever_makelangelo__bfbac0b14d__src_main_java_com_marginallyclever_makelangelo_Makelangelo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,marloncarvalho_aliendroid-activerecord__f03a2f645f,marloncarvalho_aliendroid-activerecord__f03a2f645f__src_main_java_org_alienlabs_aliendroid_activerecord_Model.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,maven-nar_nar-maven-plugin__00d2e833de,maven-nar_nar-maven-plugin__00d2e833de__src_main_java_com_github_maven_nar_AbstractNarMojo.java,git,clean,,TP,clean,,TP,unchanged
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_AbstractNarMojo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_Msvc.java,git,clean,,TP,clean,,TP,unchanged
ctl,maxmind_geoip-api-java__3c90dc1bd7,maxmind_geoip-api-java__3c90dc1bd7__src_main_java_com_maxmind_geoip_LookupService.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mbosecke_pebble__22c0075ed2,mbosecke_pebble__22c0075ed2__src_main_java_com_mitchellbosecke_pebble_template_EvaluationContext.java,git,clean,,TP,clean,,TP,unchanged
ctl,medcl_elasticsearch-analysis-ik__8c50edf0e0,medcl_elasticsearch-analysis-ik__8c50edf0e0__src_main_java_org_wltea_analyzer_help_Sleep.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenFilter.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenizer.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_BaseClientIT.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_client_cardtoken_CardTokenClientIT.java,git,clean,,TP,clean,,TP,unchanged
ctl,mlaccetti_javapns__21e9ae8885,mlaccetti_javapns__21e9ae8885__src_main_java_javapns_notification_transmission_NotificationThreads.java,git,clean,,TP,clean,,TP,unchanged
ctl,mmazi_rescu__efdd938e7a,mmazi_rescu__efdd938e7a__src_test_java_si_mazi_rescu_RestInvocationHandlerTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_Mongobee.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_dao_ChangeEntryDao.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,mongobee_mongobee__ac5bd40a5a,mongobee_mongobee__ac5bd40a5a__src_main_java_com_github_mongobee_Mongobee.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,movsim_movsim__393a33e6d0,movsim_movsim__393a33e6d0__core_src_main_java_org_movsim_simulator_vehicles_Vehicle.java,git,clean,,TP,clean,,TP,unchanged
ctl,mrcookieslime_slimefun-3.0__6a34470b47,mrcookieslime_slimefun-3.0__6a34470b47__src_main_java_io_github_thebusybiscuit_slimefun4_api_items_SlimefunItem.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_main_java_uk_co_jemos_podam_api_PodamFactoryImpl.java,mergiraf,conflict,semantic,TN,clean,,TP,postfix2-fix (5ed92a2+f964354)
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_test_java_uk_co_jemos_podam_test_unit_pdm3_Pdm3PojoUnitTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_main_java_com_mycila_maven_plugin_license_header_HeaderParser.java,git,clean,,TP,clean,,TP,unchanged
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_test_java_com_mycila_maven_plugin_license_UpdateMojoTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,mycila_license-maven-plugin__d3bf529757,mycila_license-maven-plugin__d3bf529757__license-maven-plugin-git_src_main_java_com_mycila_maven_plugin_license_git_GitLookup.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Data.java,git,clean,,TP,clean,,TP,unchanged
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Node.java,git,clean,,TP,clean,,TP,unchanged
ctl,nysenate_openlegislation__8645aab4d6,nysenate_openlegislation__8645aab4d6__src_main_java_gov_nysenate_openleg_controller_api_bill_BillGetCtrl.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,omnifaces_omnifaces__2e8d3a4ee3,omnifaces_omnifaces__2e8d3a4ee3__src_main_java_org_omnifaces_util_Components.java,git,clean,,TP,clean,,TP,unchanged
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_main_java_net_openhft_chronicle_bytes_Bytes.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_test_java_net_openhft_chronicle_bytes_BytesJavaDocComplianceTest.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,openhft_chronicle-threads__8b940638d7,openhft_chronicle-threads__8b940638d7__src_main_java_net_openhft_chronicle_threads_MonitorEventLoop.java,git,clean,,TP,clean,,TP,unchanged
ctl,openpnp_openpnp__17a7443913,openpnp_openpnp__17a7443913__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_JobPanel.java,git,clean,,TP,clean,,TP,unchanged
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_support_Icons.java,git,clean,,TP,clean,,TP,unchanged
ctl,openpnp_openpnp__e8a35b8e6f,openpnp_openpnp__e8a35b8e6f__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,git,clean,,TP,clean,,TP,unchanged
ctl,openskynetwork_java-adsb__14f216cddf,openskynetwork_java-adsb__14f216cddf__src_main_java_org_opensky_libadsb_Decoder.java,git,clean,,TP,clean,,TP,unchanged
